"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x4780333397","x1103485828091793409",2019-03-07 02:41:37,"rcausseil","@AndreaMoneton No but it’s 💯 for a cough and runny nose!!!!","Twitter for iPhone",44,"x1103128461227511809","x738378070319587328","AndreaMoneton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x738378070319587328","AndreaMoneton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rcausseil/status/1103485828091793409","Rébecca Ausseil","New York, NY","product manager @ a tech startup | former inventor of email at @BarnardCollege | past lives at @nylonmag, @suitedmagazine, @theeyemag | parlez-vous franglais",,FALSE,179,487,2,1928,3132,2016-01-12 03:20:15,FALSE,,,"en","https://pbs.twimg.com/profile_banners/4780333397/1452570689","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/686772846136299520/8MlF3STp_normal.jpg"
"x996059848340066304","x1103485242587926529",2019-03-07 02:39:18,"vreston_pann","I got a zit on my nose and a cold core on the side of my mouth. Life is great.","Twitter for iPhone",78,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/vreston_pann/status/1103485242587926529","🅿️reston™️","Indiana, USA","Imma god at wii sports. snap & insta: preston_vann",,FALSE,45,117,0,139,1125,2018-05-14 16:09:08,FALSE,,,"en","https://pbs.twimg.com/profile_banners/996059848340066304/1550285197",,"http://pbs.twimg.com/profile_images/1087104837731446786/CSkS-I50_normal.jpg"
"x1477592012","x1103484755100778497",2019-03-07 02:37:22,"J0hnHP","I hate having a cold so much right now. It's not even like ""I have scratchy throat, runny nose, and severe cough."" It's more like ""I'M DRAINING OUT LIQUIDS BUT OTHER THAN THAT I'M FINE!"" ugh...","Twitter Web Client",193,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/J0hnHP/status/1103484755100778497","Cold John","Orlando, FL","⚔️ UCF 2020 | Something about me being a virgin and memes",,FALSE,49,29,0,767,575,2013-06-02 15:44:29,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1477592012/1549425746","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1092887222322384896/h1zHJEAe_normal.jpg"
"x3340096995","x1103484687857709056",2019-03-07 02:37:05,"casekaem","@Wise_Words_77 No worries girl! I'm just sitting here playing games. Patrick had to go to bed early bc he has to be up at 2am. 😬 I'm trying to be quiet but I have to keep blowing my nose. 😆 So gross. Still cold up there? Freezing here.","Twitter for Android",220,"x1103483985735299075","x911997885956349952","Wise_Words_77",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x911997885956349952","Wise_Words_77","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/casekaem/status/1103484687857709056","gone country","Maine, USA","Wife, fibro fighter, Army vet, animal lover, comedian, I swear a lot 🤷 #VetsResist  #TheResistance #Resist #spoonie",,FALSE,4409,4828,18,105987,143746,2015-06-21 23:50:04,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3340096995/1528041273","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1012012453780000769/6mwnRbmm_normal.jpg"
"x303076611","x1103483150905294848",2019-03-07 02:30:59,"realBrentHanson","1yr since passing baby. Missed every 2nd, nxt memory to create &amp; nxt 50 years planned. My new “next” yr starts each March 6 😢w/out MY Lisa. World lost an 🏥🚁👩‍⚕️😇💑💍. I cherish each 2nd shared &amp; live in your kindness/happiness.#lisa #loveforever #flu #pneumonia @JeromeAdamsMD https://t.co/ViCYoD9lN6","Twitter for iPhone",282,,,,FALSE,FALSE,5,0,"lisa loveforever flu pneumonia",,,,,"http://pbs.twimg.com/media/D1BcEvuXQAAvW6S.jpg","https://t.co/ViCYoD9lN6","https://twitter.com/realBrentHanson/status/1103483150905294848/photo/1","photo","http://pbs.twimg.com/media/D1BcEvuXQAAvW6S.jpg","https://t.co/ViCYoD9lN6","https://twitter.com/realBrentHanson/status/1103483150905294848/photo/1",,"x488950348","JeromeAdamsMD","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/realBrentHanson/status/1103483150905294848","Brent Hanson","Minnesota, USA","🇺🇸🇸🇪🇳🇴💯💞📰⛱⏰🏦🏡🚢⛰🌄🌅🏜🌃🏙✈️🎣⛹🏽🏀🍕🍳🐟🐠🐡👍🏽💪🏽",,FALSE,124,609,6,280,112,2011-05-22 08:10:43,FALSE,,,"en","https://pbs.twimg.com/profile_banners/303076611/1386495696","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/378800000844807864/d9f652220b2d8b8c0fb0d455fb2df32f_normal.jpeg"
"x17277913","x1103482097631744007",2019-03-07 02:26:48,"GoBuckeyesOH","@deputy26mcsd I just worry that the flu can be deadly. And colds/bronchitis/pneumonia seem to take 2-3 rounds of antibiotics and a month to get over the last few years.Da—it there should be a Dr in your area willing to care for law enforcement who have lost their medical!","Twitter for iPad",258,"x1103422906657398785","x203742256","deputy26mcsd",FALSE,FALSE,3,0,,,,,,,,,,,,,,"x203742256","deputy26mcsd","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GoBuckeyesOH/status/1103482097631744007","OhiOGaL","OhiO","Dog Lover-Supporter of our Military, Law Enforcement, the Constitution and Bill of Rights, and President. Family is everything! Please no trains unless I ask.",,FALSE,1206,1435,13,13893,56683,2008-11-10 01:31:45,FALSE,,,"en","https://pbs.twimg.com/profile_banners/17277913/1548169715","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/1102599845179727873/NaryCY3z_normal.jpg"
"x909546521972006912","x1103479936487063552",2019-03-07 02:18:13,"dogdaddude","@AudacityofGoats Mr. Jack’s favored nap termination strategy is a cold nose to the eye...🐶","Twitter for iPad",73,"x1103427235195826181","x747473253212393472","AudacityofGoats",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x747473253212393472","AudacityofGoats","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dogdaddude/status/1103479936487063552","Nolan Howe","California, USA","Dogs do what they doodoo",,FALSE,44,70,0,560,13085,2017-09-17 22:36:04,FALSE,,,"en","https://pbs.twimg.com/profile_banners/909546521972006912/1505689179",,"http://pbs.twimg.com/profile_images/909551990539087872/puH0M6rP_normal.jpg"
"x24183417","x1103479467844882433",2019-03-07 02:16:21,"kndllmtl","@broncosfan_69 What if all hell is is having a runny nose in public","Twitter for iPhone",52,"x1103465523445202944","x152017464","broncosfan_69",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x152017464","broncosfan_69","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kndllmtl/status/1103479467844882433","kendall","Iowa","founder of @theoxbooking. promoter in Sioux City, IA",,FALSE,527,286,4,13040,12598,2009-03-13 14:54:52,FALSE,,,"en","https://pbs.twimg.com/profile_banners/24183417/1543362263","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1099109254378721283/OhfJvnIz_normal.jpg"
"x1181171226","x1103479449809547264",2019-03-07 02:16:17,"LtFluffers","I've come down with an illness. Surely this is the sickest any human being has ever been. I've been told its just a cold but I know in my heart this must be some new virus thats a combination of influenza, tuberculosis, pneumonia, and possibly the bubonic plague. Remember me well","Twitter for Android",280,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LtFluffers/status/1103479449809547264","Jon","El Paso","Refinery worker, movie buff, occasional smartass.",,FALSE,25,78,0,4202,46,2013-02-15 05:18:57,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1181171226/1447275943","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1023573235491856384/cy6BCKib_normal.jpg"
"x283113722","x1103478479440490496",2019-03-07 02:12:25,"lakken6","I’ve slept a total of 10 hours the past 3 nights because the baby is getting her molars, and Ava is sick. 

The baby won’t sleep for more than 2 hrs at a time. Ava wakes up at 4:30 with a runny nose &amp; doesn’t nap. 

#BabyFeverRuined","Twitter for iPhone",236,,,,FALSE,FALSE,3,0,"BabyFeverRuined",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lakken6/status/1103478479440490496","Lakken","United States","I'm the person you want on your pop culture trivial pursuit team.",,FALSE,107,171,1,19949,19730,2011-04-16 16:12:28,FALSE,,,"en","https://pbs.twimg.com/profile_banners/283113722/1530157568","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1069786920539078656/UrP3x0N4_normal.jpg"
"x64912864","x1103478212301066240",2019-03-07 02:11:22,"thecityspins","I have either pneumonia or the flu so may I please elect to die now","Twitter for Android",67,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/thecityspins/status/1103478212301066240","Kristin","Minnesota","Equestrian, photographer, fur-mom. Here to put my thoughts into words.",,FALSE,42,41,0,25799,4742,2009-08-12 02:47:18,FALSE,,,"en","https://pbs.twimg.com/profile_banners/64912864/1528262511","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/979828931439230982/Bi2cfrR4_normal.jpg"
"x846164687481856000","x1103478090217472000",2019-03-07 02:10:52,"DJCHUNT","@pdemelo12 @jacksonmiamiEM Hardest part is convincing them to let you stick two q-tips deep into the nose.  Felt like getting two flu swabs at the same time hahaha","Twitter for iPhone",136,"x1103300172128415744","x3063845468","pdemelo12",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x3063845468 x744141467057332224","pdemelo12 jacksonmiamiEM","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DJCHUNT/status/1103478090217472000","Derek Hunt","United States","Academic Chief of EM at @meritemres. Father of wildlings. UCF c/o 2011 #GKCO",,FALSE,99,542,0,740,6149,2017-03-27 00:59:17,FALSE,,,"en","https://pbs.twimg.com/profile_banners/846164687481856000/1542753503",,"http://pbs.twimg.com/profile_images/1078815107055054848/uw2UdLgs_normal.jpg"
"x312355365","x1103475768959488000",2019-03-07 02:01:39,"Boreekwaa","@eknoeth Scary. The flu is so prevalent and easily passed on or caught. Pneumonia is common too. What’s are pregnant women suppose to do? https://t.co/VofPy333JC","Twitter for iPhone",128,"x1103342536238616576","x90299661","eknoeth",FALSE,FALSE,1,0,,,,,,"http://pbs.twimg.com/tweet_video_thumb/D1BVWvdVYAEMzNH.jpg","https://t.co/VofPy333JC","https://twitter.com/Boreekwaa/status/1103475768959488000/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D1BVWvdVYAEMzNH.jpg","https://t.co/VofPy333JC","https://twitter.com/Boreekwaa/status/1103475768959488000/photo/1",,"x90299661","eknoeth","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Boreekwaa/status/1103475768959488000","🇵🇷 Just Milo, Otis dead","Huntington Beach, California","Live Laugh Love Sports Food.Friends are the family we get to choose. 300 live concerts & counting! #Boricua 🇵🇷 #SJB #UCLA #Lakers #DaBears #ACMilan",,FALSE,1046,2804,18,27566,61754,2011-06-07 00:27:39,FALSE,,,"en","https://pbs.twimg.com/profile_banners/312355365/1550327331","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1102220272088707072/m7NSdF6u_normal.jpg"
"x133513297","x1103475664735354881",2019-03-07 02:01:14,"pitchermom31","I need my prayer warriors! My daughter's family has had the flu and my daughter has the flu and bronchitis, My granddaughter (Riley) has the flu and my grandson (Camden)has the flu and a touch of pneumonia,... https://t.co/H4lAk2jC45","Facebook",233,,,,FALSE,FALSE,0,0,,,"facebook.com/10000032751066…","https://t.co/H4lAk2jC45","https://www.facebook.com/100000327510669/posts/2265086140178948/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pitchermom31/status/1103475664735354881","Audra Murphy","ky","Married for 30 years, I have 3 children,and 2 grandchildren I'm raising plus care for 2 grandchildren for their mommy and daddy  I am a born again christian.","https://t.co/At5RZm7ojw",FALSE,685,1633,6,17360,204,2010-04-16 00:32:24,FALSE,"https://t.co/At5RZm7ojw","http://www.countryscentscandles.com/store/audramurphy","en","https://pbs.twimg.com/profile_banners/133513297/1505583750","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/909109541605924872/eMcVaN8e_normal.jpg"
"x801234914","x1103475641012416513",2019-03-07 02:01:09,"elsiirobles","i cant BREATHE out my fkin nose i hate this bitch ass cold if it was warm outside i wouldnt be sick","Twitter for iPhone",99,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/elsiirobles/status/1103475641012416513","diabla 🤪","dallas, tx","uta | ΔΑΣ",,FALSE,565,259,1,11269,36881,2012-09-03 21:16:17,FALSE,,,"en","https://pbs.twimg.com/profile_banners/801234914/1550972303","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099734117724364802/mhApzb0F_normal.jpg"
"x56178788","x1103473334417682432",2019-03-07 01:51:59,"TooManyVances","Time for my evening routine; melatonin+5htp, warm bath with spa lights, top off the oil diffuser with lavender, put on some soft binaural music, slip under a fleece blanket, and then scream like a cheerleader when my waiting dog probes my butt with his cold, wet nose.","Twitter Web Client",268,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TooManyVances/status/1103473334417682432","Two-Handed Vance","Los Angeles","Irish. Bed and breakfast enthusiast. World's foremost impostor syndrome sufferer.","https://t.co/3LMQnJJcnl",FALSE,112,71,5,13792,2685,2009-07-12 20:11:07,FALSE,"https://t.co/3LMQnJJcnl","http://ohmygodamanwithanaxe.blogspot.com","en","https://pbs.twimg.com/profile_banners/56178788/1508830556","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/778459807376297984/wYrHP55L_normal.jpg"
"x746149456664530944","x1103471165723561984",2019-03-07 01:43:22,"catlady_chelsea","Me: *starts sneezing, starts getting stuffy nose*
My mom: what, you have a cold now? Stomach flu in the morning,  cold at night?","Twitter for Android",128,,,,FALSE,FALSE,0,1,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/catlady_chelsea/status/1103471165723561984","Chelsea 🐱💘🦊","Canada","💜 28 - she - 🇨🇦 - OtaYuri, SouRin, Kuroken are my otps - I also love cats, Pokemon & dinosaurs - I sometimes draw/write - I RT and post a lot of NSFW 💜","https://t.co/EiTQqvXd44",FALSE,174,287,4,20959,6447,2016-06-24 01:14:28,FALSE,"https://t.co/EiTQqvXd44","http://catladychelsea.tumblr.com/","en","https://pbs.twimg.com/profile_banners/746149456664530944/1550455308","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1097313807679004673/VnXDfbKb_normal.jpg"
"x315339041","x1103471092801318912",2019-03-07 01:43:04,"laura_adney","[AD] Cold season seems to be year round when you have a toddler in preschool, do ya feel me toddler mamas?! Poor Mason has been having a runny nose and cough on and off for what seems like… https://t.co/l6GaLCS8nF","Instagram",213,,,,FALSE,FALSE,0,0,,,"instagram.com/p/BusGasuFQ4z/…","https://t.co/l6GaLCS8nF","https://www.instagram.com/p/BusGasuFQ4z/?utm_source=ig_twitter_share&igshid=eb1dm8snl0ll",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json","San Jose","San Jose, CA","city","United States","US","37.3376 -121.8865","-121.8865 37.3376","-122.035311 -121.71215 -121.71215 -122.035311 37.193164 37.193164 37.469154 37.469154","https://twitter.com/laura_adney/status/1103471092801318912","Have Need Want","Santa Cruz, CA","Boy mom and Founder of Have Need Want a fashion, lifestyle, motherhood, and travel blog based in the SF Bay Area!","https://t.co/qwzIRo8poc",FALSE,953,960,80,8127,2253,2011-06-11 18:07:56,FALSE,"https://t.co/qwzIRo8poc","http://have-need-want.com","en","https://pbs.twimg.com/profile_banners/315339041/1470064510","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1072357461250715653/JeDSuFo3_normal.jpg"
"x1852845132","x1103470953017704448",2019-03-07 01:42:31,"roopert83","Generally the air quality here is pretty decent but oh my god the brown cloud is real today. I thought I might have a cold, but this might explain the runny nose and sneezing for the past two days. 😐 https://t.co/X8yKrzIuPD","Twitter for iPhone",199,,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D1BQ-2IVsAAiEWA.jpg","https://t.co/X8yKrzIuPD","https://twitter.com/roopert83/status/1103470953017704448/photo/1","photo","http://pbs.twimg.com/media/D1BQ-2IVsAAiEWA.jpg","https://t.co/X8yKrzIuPD","https://twitter.com/roopert83/status/1103470953017704448/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/roopert83/status/1103470953017704448","roopert83","Denver, CO","Making fat plumbers look athletic since 2013. Speedrunner of: SMB1, SMB2J(Lost Levels), SMB2, SMB3, SMW","https://t.co/iAbTp0eMkQ",FALSE,341,419,3,1665,856,2013-09-11 00:43:20,FALSE,"https://t.co/iAbTp0eMkQ","http://www.twitch.tv/roopert83","en","https://pbs.twimg.com/profile_banners/1852845132/1532447327","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/964642783511199744/NQs4JKPM_normal.jpg"
"x17160926","x1103468083455225856",2019-03-07 01:31:07,"Cory5412","I got it renewed by another doc but by the time I got home after that, my heart rate was wildly out of control and I couldn't eat. I went to the ED that night, thinking I had pneumonia or a particularly bad flu.","Twitter Web Client",211,"x1103467476505976832","x17160926","Cory5412",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Cory5412/status/1103468083455225856","Cory ""Effort Posting"" W.","Arizona, USA","he/him.
academia, help desk.
chronic illness.
trains.
old macs.
NaNoWriMo.","https://t.co/6nDEum5VIi",FALSE,165,149,12,12172,1478,2008-11-04 16:51:10,FALSE,"https://t.co/6nDEum5VIi","http://fd.stenoweb.net/","en","https://pbs.twimg.com/profile_banners/17160926/1475099385","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/781249039622823936/j5FuQc1g_normal.jpg"
"x2999176398","x1103467719741988864",2019-03-07 01:29:40,"BobhuntjrHunt","@Darlene96896493 I’m doing fairly well now.  I’ve been extremely sick with the flu and pneumonia.  Thought I was going to die.  Usually I fair pretty well during flu season but this year and I did get the extra strength flu vaccination.  Hope you are doing well through the sick season 😁","Twitter Web App",270,"x1045814186801070080","x1043624725870723072","Darlene96896493",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x1043624725870723072","Darlene96896493","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BobhuntjrHunt/status/1103467719741988864","Bob Hunt Jr","Las Vegas, Nevada","Republican, conservative, patriot, Retired U.S. Navy Chief Petty Officer, Desert Shield and Desert Storm Veteran.",,FALSE,11,301,0,337,4,2015-01-28 09:36:09,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/593210660449685504/LsOpo8S2_normal.jpg"
"x18180743","x1103461633245044738",2019-03-07 01:05:29,"Chataine","@KerriRawson He had a fever on and off yesterday but with past teeth he’s gotten just a runny nose and a cough, so I didn’t even know vomiting with teething was a thing. And since he’s three, I guess I thought he was done teething, but obviously not!

And ugh to your symptoms! Poor thing! 😩","Tweetbot for iΟS",278,"x1103459809725173760","x3202188508","KerriRawson",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x3202188508","KerriRawson","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Chataine/status/1103461633245044738","Sarah Cozart","College Station, TX","Seeker of beauty / Redeemed by Jesus / Called to worship God, love my family, write, sing, teach, and read / C. S. Lewis nut","https://t.co/iU8iqIMQrR",FALSE,540,542,24,10251,62793,2008-12-17 03:13:22,FALSE,"https://t.co/iU8iqIMQrR","https://chatainessong.wordpress.com","en","https://pbs.twimg.com/profile_banners/18180743/1462425504","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/1066180722053038081/80yiK3g__normal.jpg"
"x920038221781794816","x1103460641975742464",2019-03-07 01:01:33,"beats4bangtan","@McFlat29 @JessicaKostele3 @BTS_twt Oh no!!!!’ My daughter had pneumonia two weeks ago and my son the flu last week and my students are dropping like flies... ugh!!! I pray you feel better really soon. FIGHTING!!!","Twitter for iPhone",177,"x1103446771680903168","x212697364","McFlat29",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x212697364 x3786092414 x335141638","McFlat29 JessicaKostele3 BTS_twt","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/beats4bangtan/status/1103460641975742464","Oh my heart","Florida, USA","Hey ARMY! I’m an ARMY mom. My life is my God, my family, and my BTS!! Thanks to my daughter I was introduced to our boys...it changed my life forever!",,FALSE,698,557,2,89283,126446,2017-10-16 21:26:20,FALSE,,,"en","https://pbs.twimg.com/profile_banners/920038221781794816/1551448423",,"http://pbs.twimg.com/profile_images/1094965229212053506/FhWvObVp_normal.jpg"
"x1401121231","x1103458274064678914",2019-03-07 00:52:08,"GammaGuts","Majima must have a really runny nose i hope he feels better soon! :( #PS4share https://t.co/t3ElNuV0Lp","PlayStation(R)4",78,,,,FALSE,FALSE,2,0,"PS4share",,,,,"http://pbs.twimg.com/media/D1BFc0tX4AEQQvb.jpg","https://t.co/t3ElNuV0Lp","https://twitter.com/GammaGuts/status/1103458274064678914/photo/1","photo","http://pbs.twimg.com/media/D1BFc0tX4AEQQvb.jpg","https://t.co/t3ElNuV0Lp","https://twitter.com/GammaGuts/status/1103458274064678914/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GammaGuts/status/1103458274064678914","Charismatic Megarupa","Ohio","Biology grad. Food scientist. 23 asexual/pan she/her. 18+ only pls, may b NSFW. Call me Rupa! I love @icemusesandwich!!! Lots of art, science, games, and love 💖","https://t.co/Z4I5KQhD1R",FALSE,429,521,8,21741,118222,2013-05-04 01:08:30,FALSE,"https://t.co/Z4I5KQhD1R","http://corndogoncorndog.com/","en","https://pbs.twimg.com/profile_banners/1401121231/1492051776","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1080965255239352320/7UaVo5NR_normal.png"
"x316246473","x1103458206674755585",2019-03-07 00:51:52,"KiIlaQuotes","I know the world is cold and deceiving but i keep my head up like my nose is bleeding. - Lil Wayne","asdafwesddas",98,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KiIlaQuotes/status/1103458206674755585","Killa Quotes","Virginia Beach","The greatest hip hop quotes",,FALSE,1903,1579,23,84269,0,2011-06-13 04:48:10,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/564931396846620672/WVzEelkB_normal.jpeg"
"x1473237756","x1103456300141170688",2019-03-07 00:44:17,"leahhbergs","My nose is always cold at night and I hate it.","Twitter Web App",46,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/leahhbergs/status/1103456300141170688","Leah ♡","Corvallis, OR","Oregon State Univ. 🧡 — ѕтαу ᴄℓαѕѕу —",,FALSE,525,536,2,11587,14771,2013-05-31 22:46:42,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1473237756/1548576916","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1067481218017484801/kI3skyJV_normal.jpg"
